"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"3877","01H-5A-3-07","AF","AF","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3878","01H-5A-3-08","4","4","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3879","01H-5A-3-09","5","5","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3880","01H-5A-3-10","5","5","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3881","01H-5A-3-11","5","5","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3882","01H-5A-3-12","5","5","","5A",90,"3","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3883","01H-5A-4-01","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3884","01H-5A-4-02","AF","AF","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3885","01H-5A-4-03","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"K",0,1,0,1,1,16791,13
"3886","01H-5A-4-04","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3887","01H-5A-4-05","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"K",0,1,0,1,1,16791,13
"3888","01H-5A-4-06","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"K",0,1,0,1,1,16791,13
"3889","01H-5A-4-07","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3890","01H-5A-4-08","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3891","01H-5A-4-09","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3892","01H-5A-4-10","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"K",0,1,0,1,1,16791,13
"3893","01H-5A-4-11","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3894","01H-5A-4-12","5","5","","5A",90,"4","01H-5A","01H-5A-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3895","01H-CO-1-01","5","5","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3896","01H-CO-1-02","5","AM","12/10 MOLTED","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3897","01H-CO-1-03","5","AF","12/16 MOLTED","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3898","01H-CO-1-04","5","AF","12/16 MOLTED","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3899","01H-CO-1-05","5","5","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3900","01H-CO-1-06","5","5","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3901","01H-CO-1-07","5","AM","12/16 MOLTED","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3902","01H-CO-1-08","4","4","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3903","01H-CO-1-09","5","5","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3904","01H-CO-1-10","5","5","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3905","01H-CO-1-11","5","AM","12/16 MOLTED","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3906","01H-CO-1-12","AM","AM","","CO",90,"1","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3907","01H-CO-2-01","5","AM","12/16 MOLTED","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3908","01H-CO-2-02","5","5","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3909","01H-CO-2-03","5","AF","12/10 MOLTED","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3910","01H-CO-2-04","4","4","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3911","01H-CO-2-05","4","4","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3912","01H-CO-2-06","5","AF","12/10 MOLTED","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3913","01H-CO-2-07","5","5","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3914","01H-CO-2-08","5","AF","12/10 MOLTED","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3915","01H-CO-2-09","AM","AM","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3916","01H-CO-2-10","5","5","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3917","01H-CO-2-11","5","5","","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3918","01H-CO-2-12","5","AM","12/10 MOLTING","CO",90,"2","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3919","01H-CO-3-01","4","4","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3920","01H-CO-3-02","5","5","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3921","01H-CO-3-03","4","4","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3922","01H-CO-3-04","4","4","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3923","01H-CO-3-05","5","5","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3924","01H-CO-3-06","5","5","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3925","01H-CO-3-07","5","5","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3926","01H-CO-3-08","5","5","","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3927","01H-CO-3-09","5","AF","12/10 MOLTED","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3928","01H-CO-3-10","5","AF","12/22 MOLTED","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3929","01H-CO-3-11","5","AF","12/10 MOLTED","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3930","01H-CO-3-12","5","5","DIED IN MOLT 12/10","CO",90,"3","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3931","01H-CO-4-01","5","5","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3932","01H-CO-4-02","5","5","DIED IN MOLT","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3933","01H-CO-4-03","5","AF","12/16 MOLTED","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3934","01H-CO-4-04","5","5","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3935","01H-CO-4-05","5","5","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3936","01H-CO-4-06","5","5","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3937","01H-CO-4-07","5","AM","12/16 MOLTED","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3938","01H-CO-4-08","4","4","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3939","01H-CO-4-09","5","AF","12/16 MOLTED","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3940","01H-CO-4-10","AM","AM","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3941","01H-CO-4-11","4","4","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"A",1,0,0,0,1,16791,13
"3942","01H-CO-4-12","5","5","","CO",90,"4","01H-CO","01H-CO-90","01H",2015-12-22,"D",0,0,1,1,0,16791,13
"3943","03H-5A-1-01","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3944","03H-5A-1-02","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3945","03H-5A-1-03","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3946","03H-5A-1-04","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3947","03H-5A-1-05","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3948","03H-5A-1-06","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3949","03H-5A-1-07","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3950","03H-5A-1-08","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3951","03H-5A-1-09","4","4","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3952","03H-5A-1-10","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3953","03H-5A-1-11","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3954","03H-5A-1-12","5","5","","5A",90,"1","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3955","03H-5A-2-01","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3956","03H-5A-2-02","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3957","03H-5A-2-03","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3958","03H-5A-2-04","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3959","03H-5A-2-05","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3960","03H-5A-2-06","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3961","03H-5A-2-07","4","4","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3962","03H-5A-2-08","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3963","03H-5A-2-09","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3964","03H-5A-2-10","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3965","03H-5A-2-11","5","5","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3966","03H-5A-2-12","4","4","","5A",90,"2","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3967","03H-5A-3-01","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3968","03H-5A-3-02","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3969","03H-5A-3-03","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3970","03H-5A-3-04","AM","AM","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3971","03H-5A-3-05","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3972","03H-5A-3-06","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3973","03H-5A-3-07","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3974","03H-5A-3-08","4","4","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3975","03H-5A-3-09","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3976","03H-5A-3-10","4","4","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3977","03H-5A-3-11","5","5","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3978","03H-5A-3-12","AF","AF","","5A",90,"3","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3979","03H-5A-4-01","AF","AF","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3980","03H-5A-4-02","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3981","03H-5A-4-03","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3982","03H-5A-4-04","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3983","03H-5A-4-05","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3984","03H-5A-4-06","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3985","03H-5A-4-07","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3986","03H-5A-4-08","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3987","03H-5A-4-09","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3988","03H-5A-4-10","AF","AF","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3989","03H-5A-4-11","4","4","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3990","03H-5A-4-12","5","5","","5A",90,"4","03H-5A","03H-5A-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"3991","03H-CO-1-01","5","5","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"3992","03H-CO-1-02","5","AF","12/10 MOLTED","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"3993","03H-CO-1-03","5","AF","12/10 MOLTED","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"3994","03H-CO-1-04","5","5","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3995","03H-CO-1-05","4","4","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"3996","03H-CO-1-06","5","5","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"3997","03H-CO-1-07","5","5","DIED IN MOLT 12/10","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3998","03H-CO-1-08","5","5","DIED IN MOLT?","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"3999","03H-CO-1-09","5","AM","12/10 MOLTED","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4000","03H-CO-1-10","AM","AM","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4001","03H-CO-1-11","5","5","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4002","03H-CO-1-12","5","5","","CO",90,"1","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4003","03H-CO-2-01","5","AM","12/10 MOLTED","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4004","03H-CO-2-02","5","5","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4005","03H-CO-2-03","5","5","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4006","03H-CO-2-04","5","AM","12/10 MOLTED","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4007","03H-CO-2-05","AM","AM","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4008","03H-CO-2-06","5","AF","12/16 MOLTED","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4009","03H-CO-2-07","5","AF","12/10 MOLTED","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4010","03H-CO-2-08","4","4","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4011","03H-CO-2-09","5","5","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4012","03H-CO-2-10","5","AF","12/10 MOLTED","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4013","03H-CO-2-11","5","5","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4014","03H-CO-2-12","5","5","","CO",90,"2","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4015","03H-CO-3-01","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4016","03H-CO-3-02","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4017","03H-CO-3-03","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4018","03H-CO-3-04","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4019","03H-CO-3-05","AM","AM","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4020","03H-CO-3-06","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4021","03H-CO-3-07","5","AM","12/10 MOLTING","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4022","03H-CO-3-08","5","AF","12/10 MOLTED","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4023","03H-CO-3-09","5","5","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4024","03H-CO-3-10","5","AM","12/10 MOLTING","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4025","03H-CO-3-11","AM","AM","","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4026","03H-CO-3-12","4","5","12/16 MOLTED","CO",90,"3","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4027","03H-CO-4-01","5","5","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"4028","03H-CO-4-02","5","5","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"4029","03H-CO-4-03","5","5","STUCK IN MOLT 12/22?HOWEVER NOT DEAD AS I THOUGHT.ALIVE ON 1/6","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"K",0,1,0,1,1,16791,13
"4030","03H-CO-4-04","5","5","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4031","03H-CO-4-05","5","AF","12/10 MOLTED","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4032","03H-CO-4-06","AF","AF","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4033","03H-CO-4-07","5","5","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4034","03H-CO-4-08","5","AM","12/10 MOLTED","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4035","03H-CO-4-09","4","4","12/10 MOLTING, DIED IN MOLT(recorded end stage as ""5"" in notes, but for consist. I kept end stage same as start if they did not survive molt)","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"4036","03H-CO-4-10","5","5","DIED IN MOLT (recorded end stage as ""A"" in notes, but for consist. I kept end stage same as start if they did not survive molt)","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"D",0,0,1,1,0,16791,13
"4037","03H-CO-4-11","5","5","","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4038","03H-CO-4-12","5","AF","Molt 1/6 (Note Unclear.  Looking at Penn initial stage recorded on 12/22, so a molt up increase in stage.  Used Jar obs 1/13 to see we had 1 extra 5th instar and 1 extra AF. Thus this is AF and 3hrco3-12 is 4th to 5th.","CO",90,"4","03H-CO","03H-CO-90","03H",2015-12-22,"A",1,0,0,0,1,16791,13
"4039","06H-5A-1-01","5","5","ALIVE(k) 12/16","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4040","06H-5A-1-02","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4041","06H-5A-1-03","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4042","06H-5A-1-04","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4043","06H-5A-1-05","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4044","06H-5A-1-06","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4045","06H-5A-1-07","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"A",1,0,0,0,1,16791,13
"4046","06H-5A-1-08","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4047","06H-5A-1-09","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4048","06H-5A-1-10","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4049","06H-5A-1-11","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4050","06H-5A-1-12","5","5","","5A",90,"1","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4051","06H-5A-2-01","AM","AM","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4052","06H-5A-2-02","5","5","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4053","06H-5A-2-03","AM","AM","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4054","06H-5A-2-04","5","5","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4055","06H-5A-2-05","AM","AM","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4056","06H-5A-2-06","AM","AM","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4057","06H-5A-2-07","5","5","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4058","06H-5A-2-08","AF","AF","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4059","06H-5A-2-09","5","5","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4060","06H-5A-2-10","4","4","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4061","06H-5A-2-11","AF","AF","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4062","06H-5A-2-12","5","5","","5A",90,"2","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4063","06H-5A-3-01","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4064","06H-5A-3-02","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"K",0,1,0,1,1,16791,13
"4065","06H-5A-3-03","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4066","06H-5A-3-04","AF","AF","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4067","06H-5A-3-05","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
"4068","06H-5A-3-06","5","5","","5A",90,"3","06H-5A","06H-5A-90","06H",2015-12-22,"D",0,0,1,1,0,16791,13
