"day","camera","replicate","treatment","t1_distance","t2_distance","t3_distance","t4_distance","t5_distance","t6_distance","t7_distance","t8_distance","t9_distance","t10_distance","t11_distance","t12_distance","t13_distance","t14_distance","t15_distance","t16_distance","t17_distance","t18_distance","total_distance","t1_time_spent_in_open","t2_time_spent_in_open","t3_time_spent_in_open","t4_time_spent_in_open","t5_time_spent_in_open","t6_time_spent_in_open","t7_time_spent_in_open","t8_time_spent_in_open","t9_time_spent_in_open","t10_time_spent_in_open","t11_time_spent_in_open","t12_time_spent_in_open","t13_time_spent_in_open","t14_time_spent_in_open","t15_time_spent_in_open","t16_time_spent_in_open","t17_time_spent_in_open","t18_time_spent_in_open","total_opentime","t1_distance_spent_in_open","t2_distance_spent_in_open","t3_distance_spent_in_open","t4_distance_spent_in_open","t5_distance_spent_in_open","t6_distance_spent_in_open","t7_distance_spent_in_open","t8_distance_spent_in_open","t9_distance_spent_in_open","t10_distance_spent_in_open","t11_distance_spent_in_open","t12_distance_spent_in_open","t13_distance_spent_in_open","t14_distance_spent_in_open","t15_distance_spent_in_open","t16_distance_spent_in_open","t17_distance_spent_in_open","t18_distance_spent_in_open","total_open_distance"
"day 7","cam 4","rep28","control",134.72,124.99,113.65,107.18,80.91,85.03,103.13,91.7,76.82,68.48,89.57,101.22,96.92,80.25,86.08,83.83,35.84,37.74,1598.06,8.82943143812709,47.3578595317726,0,0,0,39.0635451505017,28.3612040133779,0,0,0,0,80,98.9966555183946,0,56.1872909698997,21.9397993311037,0,0,380.735785953177,0.97,17.45,0,0,0,11.9,9.69,0,0,0,0,20.93,16.8,0,11.22,8.99,0,0,97.95
"day 8","cam 1","rep29","infected",95.09,362.64,191.49,239.52,190.93,200.04,161.62,161.09,152.71,94.46,111.29,88.57,80.83,104.97,128.1,96.14,77.13,101.89,2638.51,41.2040133779264,0,13.3779264214047,39.5986622073579,31.0367892976589,85.3511705685619,45.2173913043478,60.4682274247492,57.5250836120401,12.3076923076923,0,0,0,30.2341137123746,27.2909698996656,0,0,65.5518394648829,509.163879598662,27.73,0,12.01,28.43,22.21,58.02,21.59,27.28,21.56,2.81,0,0,0,10.02,12.6,0,0,16.92,261.18
"day 8","cam 1","rep29","infected",139.99,35.09,0,0,0,0,21.3,0,0,0,0,0,16.13,0,0,0,0,0,212.51,1.60535117056856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.60535117056856,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57
"day 8","cam 1","rep29","control",235.7,285.94,306.55,137.27,304.49,177.7,157.95,98.36,108.89,78.66,147.75,172.75,230.23,234.83,185.54,185.01,169.89,88.96,3306.47,17.9264214046823,26.4882943143813,167.224080267559,1.33779264214047,1.33779264214047,0,0,34.247491638796,0,0,127.357859531773,0,52.4414715719064,58.8628762541806,0,22.2073578595318,145.551839464883,93.6454849498328,748.628762541806,15.77,15.45,49.91,2.27,1.5,0,0,10.36,0,0,52.01,0,31.99,29.72,0,3.35,38.97,22.06,273.36
"day 8","cam 1","rep29","control",334.98,402.67,202.13,68.12,262.76,66.09,127.8,76.84,131.37,231.7,71.85,72.43,13.57,0,0,0,68.48,114.63,2245.42,7.49163879598662,20.3344481605351,124.682274247492,0,98.4615384615385,0,29.9665551839465,0,74.6488294314381,237.324414715719,0,0,0,0,0,0,170.167224080268,149.565217391304,912.642140468227,10.61,10.56,33.65,0,62.61,0,22.37,0,22.08,70.68,0,0,0,0,0,0,33.78,25.36,291.7
"day 8","cam 2","rep30","infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 8","cam 2","rep30","infected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 8","cam 2","rep30","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 8","cam 2","rep30","control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"day 8","cam 3","rep31","infected",301.5,230.18,166.21,209.55,122.9,152.69,106.97,190.94,84.38,0,0,0,5.03,0,0,0,NA,NA,1570.35,39.866220735786,43.8795986622074,38.7959866220736,10.4347826086957,13.6454849498328,26.2207357859532,10.4347826086957,11.7725752508361,10.4347826086957,0,0,0,0,0,0,0,NA,NA,205.484949832776,34.09,25.15,22.11,7.36,12.49,21.29,9.55,12.49,9.39,0,0,0,0,0,0,0,NA,NA,153.92
"day 8","cam 3","rep31","infected",506.86,450.45,399.93,398.38,303.02,230.03,175.6,203.26,57.9,142.56,136.99,76.31,174.73,44.1,0,0,NA,NA,3300.12,38.7959866220736,60.7357859531773,58.5953177257525,49.7658862876254,95.2508361204013,129.230769230769,50.0334448160535,10.4347826086957,0,0,4.2809364548495,0,65.819397993311,0,0,0,NA,NA,562.943143812709,37.41,45.12,44.94,23.54,54.55,42.2,22.87,7.35,0,0,1.86,0,25.55,0,0,0,NA,NA,305.39
"day 8","cam 3","rep31","control",231.01,230.33,245.86,142.39,190.89,172.03,183,122.67,104.92,87.58,137.58,125.08,98.23,89.79,112.77,87.56,NA,NA,2361.69,12.8428093645485,10.9698996655518,44.6822742474916,21.4046822742475,32.1070234113712,12.8428093645485,86.1538461538462,0,0,0,1.60535117056856,82.1404682274247,0,0,214.046822742475,85.0836120401338,NA,NA,603.879598662207,9.18,6.37,31.41,9.14,18.17,9.38,14.37,0,0,0,0.69,21.64,0,0,45.5,13.91,NA,NA,179.76
"day 8","cam 3","rep31","control",321.46,218.69,275.76,115.05,84.93,82.77,137.07,112.46,103.86,131.98,171.32,134.83,81.85,65.53,68.14,4.38,NA,NA,2110.08,27.5585284280936,0,5.88628762541806,0,0,0,42.809364548495,10.1672240802676,97.6588628762542,138.595317725753,78.3946488294314,110.769230769231,0,0,0,0,NA,NA,511.839464882943,45.54,0,4.74,0,0,0,16.09,8.67,23.39,23.25,35.38,39.77,0,0,0,0,NA,NA,196.83
"day 8","cam 4","rep32","infected",223.26,225.85,237.82,226.25,200.5,187.54,182.96,203.31,231.96,180.9,166.45,149.34,129.6,119.03,108.53,98.45,112.66,NA,2984.41,2.94314381270903,0,0,0,0,5.88628762541806,24.0802675585284,4.81605351170569,0,0,14.7157190635452,46.5551839464883,22.4749163879599,0,85.3511705685619,6.15384615384615,88.561872909699,NA,301.538461538462,4.38,0,0,0,0,6.58,4.54,10.6,0,0,9.08,21.27,9.66,0,19.78,3.99,13.95,NA,103.83
"day 8","cam 4","rep32","infected",361.74,282.52,259.19,161.14,155.72,114.85,109.68,144.36,152.43,7.55,104.15,110.85,56.29,87.54,68.13,89.27,43.75,NA,2309.16,16.8561872909699,14.9832775919732,98.9966555183946,80.2675585284281,0,0,0,53.5117056856187,11.2374581939799,0,69.2976588628763,19.5317725752508,0,83.4782608695652,0,88.8294314381271,0,NA,536.989966555184,20.57,8.95,37.17,13.46,0,0,0,26.55,3.87,0,23.2,11.3,0,19.84,0,20.56,0,NA,185.47
"day 8","cam 4","rep32","control",288.23,184.24,123.28,92.35,62.59,85.6,135.19,68.25,74.38,104.07,83.23,91.14,0,0,0,0,0,NA,1392.55,51.9063545150502,57.257525083612,12.8428093645485,33.1772575250836,77.056856187291,69.5652173913043,130.56856187291,0,0,85.8862876254181,0,0,0,0,0,0,0,NA,518.260869565217,42.81,21.3,7.52,16.75,13.34,18.71,32.55,0,0,22.44,0,0,0,0,0,0,0,NA,175.42
"day 8","cam 4","rep32","control",238.44,305.07,297.83,216.39,220.64,196.09,201.98,198.29,157.95,124.55,120.26,73.57,91.58,24.81,31.34,0,0,NA,2498.79,50.5685618729097,18.9966555183947,38.5284280936455,39.0635451505017,1.07023411371237,0,39.866220735786,87.7591973244147,10.9698996655518,0,13.6454849498328,0,0,0,0,0,0,NA,300.468227424749,23.63,23.07,35.43,30.34,0.58,0,42.03,43.84,10.65,0,11.41,0,0,0,0,0,0,NA,220.98
