"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","QUAD","alive","knockdown","dead","unviable","living"
"4102","06H-CO-3-08","AF","AF","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-13,"A",3,1,0,0,0,1
"4103","06H-CO-3-09","4","4","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-13,"A",3,1,0,0,0,1
"4104","06H-CO-3-10","5","AM","Molting on 9/18","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-13,"A",3,1,0,0,0,1
"4105","06H-CO-3-11","5","5","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-13,"A",3,1,0,0,0,1
"4106","06H-CO-3-12","4","4","","CO",1,"3","06H-CO","06H-CO-1","06H",2015-09-13,"A",3,1,0,0,0,1
"4107","06H-CO-4-01","AM","AM","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4108","06H-CO-4-02","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4109","06H-CO-4-03","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4110","06H-CO-4-03","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4111","06H-CO-4-05","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4112","06H-CO-4-06","4","4","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4113","06H-CO-4-07","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4114","06H-CO-4-08","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4115","06H-CO-4-09","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4116","06H-CO-4-10","4","4","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4117","06H-CO-4-11","5","5","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4118","06H-CO-4-12","AF","AF","","CO",1,"4","06H-CO","06H-CO-1","06H",2015-09-13,"A",4,1,0,0,0,1
"4119","24H-CF-1-1","AF","AF","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4120","24H-CF-1-2","AM","AM","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4121","24H-CF-1-3","AF","AF","2, 1st instars","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4122","24H-CF-1-4","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4123","24H-CF-1-5","4","4","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4124","24H-CF-1-6","5","AM","molt 9/12","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4125","24H-CF-1-7","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4126","24H-CF-1-8","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4127","24H-CF-1-9","4","4","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4128","24H-CF-1-10","AM","AM","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4129","24H-CF-1-11","5","5","","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4130","24H-CF-1-12","4","5","10/2 observation simply doesn't make sense.","CF",1,"1","24H-CF","24H-CF-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4131","24H-CF-2-1","5","5","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4132","24H-CF-2-2","AM","AM","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4133","24H-CF-2-3","5","5","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4134","24H-CF-2-4","AF","AF","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4135","24H-CF-2-5","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4136","24H-CF-2-6","AF","AF","NOTE ON 10/2 NOT CLEAR","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4137","24H-CF-2-7","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4138","24H-CF-2-8","AF","AF","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4139","24H-CF-2-9","4","4","","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4140","24H-CF-2-10","5","5","Died in molt","CF",1,"2","24H-CF","24H-CF-1","24H",2015-09-13,"D",2,0,0,1,1,0
"4141","24H-CF-3-1","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4142","24H-CF-3-2","AF","AF","5 or 6, 1st instar on 9/18","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4143","24H-CF-3-3","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4144","24H-CF-3-4","4","4","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4145","24H-CF-3-5","4","4","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4146","24H-CF-3-6","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4147","24H-CF-3-7","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4148","24H-CF-3-8","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4149","24H-CF-3-9","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4150","24H-CF-3-10","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4151","24H-CF-3-11","5","5","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4152","24H-CF-3-12","AM","AM","","CF",1,"3","24H-CF","24H-CF-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4153","24H-CF-4-1","AF","AF","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4154","24H-CF-4-2","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"D",4,0,0,1,1,0
"4155","24H-CF-4-3","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4156","24H-CF-4-4","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4157","24H-CF-4-5","AM","AM","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4158","24H-CF-4-6","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4159","24H-CF-4-7","4","4","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4160","24H-CF-4-8","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4161","24H-CF-4-9","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4162","24H-CF-4-10","AF","AF","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4163","24H-CF-4-11","AM","AM","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4164","24H-CF-4-12","5","5","","CF",1,"4","24H-CF","24H-CF-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4165","24H-5A-1-1","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4166","24H-5A-1-2","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4167","24H-5A-1-3","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4168","24H-5A-1-4","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4169","24H-5A-1-5","4","4","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4170","24H-5A-1-6","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4171","24H-5A-1-7","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4172","24H-5A-1-8","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4173","24H-5A-1-9","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4174","24H-5A-1-10","5","5","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"K",1,0,1,0,1,1
"4175","24H-5A-1-11","4","4","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"D",1,0,0,1,1,0
"4176","24H-5A-1-12","AM","AM","","5A",1,"1","24H-5A","24H-5A-1","24H",2015-09-13,"D",1,0,0,1,1,0
"4177","24H-5A-2-1","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4178","24H-5A-2-2","4","4","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4179","24H-5A-2-3","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4180","24H-5A-2-4","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4181","24H-5A-2-5","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4182","24H-5A-2-6","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4183","24H-5A-2-7","AF","AF","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4184","24H-5A-2-8","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4185","24H-5A-2-9","AM","AM","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"D",2,0,0,1,1,0
"4186","24H-5A-2-10","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4187","24H-5A-2-11","4","4","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"D",2,0,0,1,1,0
"4188","24H-5A-2-12","5","5","","5A",1,"2","24H-5A","24H-5A-1","24H",2015-09-13,"K",2,0,1,0,1,1
"4189","24H-5A-3-1","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4190","24H-5A-3-2","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4191","24H-5A-3-3","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4192","24H-5A-3-4","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4193","24H-5A-3-5","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4194","24H-5A-3-6","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4195","24H-5A-3-7","4","4","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4196","24H-5A-3-8","AM","AM","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4197","24H-5A-3-9","AF","AF","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4198","24H-5A-3-10","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"K",3,0,1,0,1,1
"4199","24H-5A-3-11","AF","AF","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4200","24H-5A-3-12","5","5","","5A",1,"3","24H-5A","24H-5A-1","24H",2015-09-13,"D",3,0,0,1,1,0
"4201","24H-5A-4-1","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4202","24H-5A-4-2","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4203","24H-5A-4-3","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4204","24H-5A-4-4","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4205","24H-5A-4-5","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4206","24H-5A-4-6","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4207","24H-5A-4-7","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4208","24H-5A-4-8","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4209","24H-5A-4-9","5","5","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4210","24H-5A-4-10","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4211","24H-5A-4-11","AF","AF","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4212","24H-5A-4-12","AM","AM","","5A",1,"4","24H-5A","24H-5A-1","24H",2015-09-13,"D",4,0,0,1,1,0
"4213","24H-CO-1-1","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"D",1,0,0,1,1,0
"4214","24H-CO-1-2","AF","AF","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4215","24H-CO-1-3","AF","AF","laid egg to1st instar 9/25","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4216","24H-CO-1-4","AM","AM","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4217","24H-CO-1-5","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4218","24H-CO-1-6","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4219","24H-CO-1-7","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4220","24H-CO-1-8","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4221","24H-CO-1-9","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4222","24H-CO-1-10","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4223","24H-CO-1-11","5","5","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"A",1,1,0,0,0,1
"4224","24H-CO-1-12","4","4","","CO",1,"1","24H-CO","24H-CO-1","24H",2015-09-13,"D",1,0,0,1,1,0
"4225","24H-CO-2-1","AM","AM","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4226","24H-CO-2-2","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4227","24H-CO-2-3","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4228","24H-CO-2-4","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4229","24H-CO-2-5","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4230","24H-CO-2-6","AF","AF","1, 1st instarat 9/25","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4231","24H-CO-2-7","4","4","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4232","24H-CO-2-8","AM","AM","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4233","24H-CO-2-9","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4234","24H-CO-2-10","4","4","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4235","24H-CO-2-11","4","4","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4236","24H-CO-2-12","5","5","","CO",1,"2","24H-CO","24H-CO-1","24H",2015-09-13,"A",2,1,0,0,0,1
"4237","24H-CO-3-1","AM","AM","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4238","24H-CO-3-2","AF","AF","1, 1st instaron 9/18","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4239","24H-CO-3-3","5","5","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4240","24H-CO-3-4","4","4","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4241","24H-CO-3-5","AF","AF","6, 1st instar 9/25","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4242","24H-CO-3-6","5","5","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4243","24H-CO-3-7","AM","AM","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4244","24H-CO-3-8","AM","AM","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4245","24H-CO-3-9","AF","AF","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4246","24H-CO-3-10","5","5","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4247","24H-CO-3-11","5","AM","molted9/12","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4248","24H-CO-3-12","5","5","","CO",1,"3","24H-CO","24H-CO-1","24H",2015-09-13,"A",3,1,0,0,0,1
"4249","24H-CO-4-1","4","4","affected by static","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4250","24H-CO-4-2","AM","AM","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"D",4,0,0,1,1,0
"4251","24H-CO-4-3","AF","AF","5 hatch by 9/25","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4252","24H-CO-4-4","5","5","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"K",4,0,1,0,1,1
"4253","24H-CO-4-5","AF","AF","5, 1st instar 9/18","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4254","24H-CO-4-6","5","5","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4255","24H-CO-4-7","AM","AM","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4256","24H-CO-4-8","5","AF","9/13molted(5->AF)","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4257","24H-CO-4-9","4","4","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4258","24H-CO-4-10","5","5","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4259","24H-CO-4-11","AM","AM","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4260","24H-CO-4-12","AF","AF","2, 1ST INSTARS","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-13,"A",4,1,0,0,0,1
"4261","01H-5A-1-01","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4262","01H-5A-1-02","4","4","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"D",1,0,0,1,1,0
"4263","01H-5A-1-03","AF","AF","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4264","01H-5A-1-04","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4265","01H-5A-1-05","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4266","01H-5A-1-06","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4267","01H-5A-1-07","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"D",1,0,0,1,1,0
"4268","01H-5A-1-08","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4269","01H-5A-1-09","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4270","01H-5A-1-10","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4271","01H-5A-1-11","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4272","01H-5A-2-01","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4273","01H-5A-2-02","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4274","01H-5A-2-03","4","4","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"D",2,0,0,1,1,0
"4275","01H-5A-2-04","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"D",2,0,0,1,1,0
"4276","01H-5A-2-05","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4277","01H-5A-2-06","AF","AF","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4278","01H-5A-2-07","4","4","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4279","01H-5A-2-08","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"D",2,0,0,1,1,0
"4280","01H-5A-2-09","AF","AF","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"D",2,0,0,1,1,0
"4281","01H-5A-2-10","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"D",2,0,0,1,1,0
"4282","01H-5A-2-11","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-09-18,"A",2,1,0,0,0,1
"4283","01H-5A-3-01","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4284","01H-5A-3-02","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4285","01H-5A-3-03","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4286","01H-5A-3-04","AM","AM","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"K",3,0,1,0,1,1
"4287","01H-5A-3-05","AF","AF","2 eggs on 9/18 (3, 1ST INSARS AT END)","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4288","01H-5A-3-06","AM","AM","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4289","01H-5A-3-07","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"K",3,0,1,0,1,1
"4290","01H-5A-3-08","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"D",3,0,0,1,1,0
"4291","01H-5A-3-09","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4292","01H-5A-3-10","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4293","01H-5A-3-11","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-09-18,"A",3,1,0,0,0,1
"4294","01H-5A-4-01","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4295","01H-5A-4-02","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4296","01H-5A-4-03","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"K",4,0,1,0,1,1
"4297","01H-5A-4-04","4","4","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"D",4,0,0,1,1,0
"4298","01H-5A-4-05","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4299","01H-5A-4-06","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4300","01H-5A-4-07","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"D",4,0,0,1,1,0
"4301","01H-5A-4-08","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4302","01H-5A-4-09","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"K",4,0,1,0,1,1
"4303","01H-5A-4-10","5","AF","Molting on 9/12","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"A",4,1,0,0,0,1
"4304","01H-5A-4-11","AF","AF","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-09-18,"D",4,0,0,1,1,0
"4305","01H-CO-1-01","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-09-18,"A",1,1,0,0,0,1
"4306","01H-CO-1-02","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-09-18,"A",1,1,0,0,0,1
